...1,DATE,CV,SEM,ADNW1,ADNW2,ADNW3,SNS,AFF,DOUGA,BRAND,GT,SEM_lag1,SEM_lag2,Digital_Weighted,TV_Like_Weighted,SEM_TimeWeighted,GAMEPR230324,GAMEPR230727,INFLU230402,INFLU230404,INFLU230408,INFLU230821,CP230317,CP230421,CP230811,obon230812,GW230429,GW230430,INFLU_campaigns,GAMEPR_campaigns,CP_campaigns
128,2023-07-15,"194,5191942","6899,104412","20897,22118",0,0,"3831,717676","18274,79655",0,"298,4610246",65,9195,"7697,588464","9370,216949","9334,428065","7667,501357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2023-07-16,"280,7768871","9072,959321","20104,35098",0,0,"5190,591436","18323,4261",0,"223,8937608",63,"6899,104412",9195,"10597,55167","8980,266631","8651,617192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2023-07-17,"148,6286231","7054,065256","11367,07185",0,0,"4672,339072","14296,26314",0,"231,6091202",79,"9072,959321","6899,104412","8390,550747","5077,474827","7430,858587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2023-07-18,"288,2242285",8520,"16472,31572",0,0,"5322,138476","25103,65226",0,"213,0461866",50,"7054,065256","9072,959321","12477,85583","7357,899161","8400,00086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2023-07-19,"202,6731331","6396,940555","9696,612026",0,0,"3009,892806","17364,3412",0,"281,8214765",52,8520,"7054,065256","8701,659635","4331,309252","7079,158499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2023-07-20,"130,1409959","6012,75635","14471,45921",0,0,"4727,278464","24754,20165",0,"256,0804863",56,"6396,940555",8520,"11179,2518","6464,151087","6969,08348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2023-07-21,"197,355128","6342,671006","22830,22484",0,0,"6856,564268","26806,70382",0,"272,3643749",62,"6012,75635","6396,940555","12404,88823","10197,86744","6291,192399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2023-07-22,"378,7839215","10820,58409","16166,44356",0,0,"7140,943252","14112,81806",0,"274,9652403",73,"6342,671006","6012,75635","10459,0173","7221,271344","8188,38013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2023-07-23,"143,6966591","9316,984708","15794,26923",0,0,"4023,107193","15404,4938",0,"228,9593183",73,"10820,58409","6342,671006","9553,840687","7055,027495","8600,631179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2023-07-24,"166,7374108","4484,614257","10501,66036",0,0,"5243,315299","17423,49246",0,"245,4640406",56,"9316,984708","10820,58409","8384,160267","4690,910448","7725,363027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2023-07-25,"275,3453538",19364,"14396,65782",0,0,"4913,681677","20132,54748","15536,664","389,4089237",57,"4484,614257","9316,984708","16311,7528","6430,738596","12685,07707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2023-07-26,"222,8155088",25300,"19988,61778",0,0,"4293,53271","15524,5471","11006,622","385,284304",62,19364,"4484,614257","17033,59936","8928,570608","16774,38128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2023-07-27,"1184,55563",14460,"25757,70638",0,0,"4704,525635","22063,89359","14221,548","816,1272014",63,25300,19364,"14708,25001","11505,52293","18483,41201",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
141,2023-07-28,"734,2823085",18426,"12231,60113",0,0,"6892,32378","12545,55405","7591,518","669,9411032",60,14460,25300,"13566,3053","5463,645139","19976,80064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2023-07-29,"529,7963524",27416,"20077,54817",0,0,"4807,178028","25387,48282","12362,13","461,5140261",66,18426,14460,"21151,10642","8968,294279","20979,43291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2023-07-30,"375,7944821",51573,"9201,155692",0,0,"5154,138888","18818,86765","25246,584","489,5974251",66,27416,18426,"30160,51243","4109,997458","34858,65732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2023-07-31,"366,6194988",36630,"21784,63335",0,0,"3553,095793","21291,55637","17995,428","441,0507656",60,51573,27416,"23841,66633","9730,819767","36605,67281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2023-08-01,"244,7732303",32667,"12170,6468",0,0,"3578,779014","15821,5767","12646,854","333,2143171",52,36630,51573,"20189,30957","5436,417889","40105,72694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2023-08-02,"311,4148713",42014,"19242,99583",0,0,"4302,899596","16707,9134","9483,012","319,0716199",60,32667,36630,"24411,30116","8595,514152","38141,80571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2023-08-03,"332,4664156",65739,"16458,11396",0,0,"2090,34455","24339,50618","4056,228","350,510934",60,42014,32667,"36063,13443","7351,55548","49143,00067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2023-08-04,"300,7341342",65563,"25100,76017",0,0,"4890,194886","22625,55773","4059,594","364,835939",56,65739,42014,"36057,79979","11212,07639","57388,39935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2023-08-05,"304,6879517",89212,"19215,47452",0,0,"6207,539754","24432,79191","10592,406","425,0831016",64,65563,65739,"47289,80146","8583,220858","75979,64423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2023-08-06,"358,1862408",120212,"16419,17849",0,0,"7844,652045","17177,44004","15858,81","387,7956128",72,89212,65563,"58851,62041","7334,163678","94539,04413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2023-08-07,"397,3698686",63445,"13969,14529",0,0,"5326,708687","18536,40702","8371,242","335,9056409",61,120212,89212,"34228,50726","6239,776126","84544,72006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2023-08-08,"337,3548695",54309,"13105,72559",0,0,"4431,127435","15345,83139","5530,536","363,3801519",71,63445,120212,"29022,50849","5854,101447","79240,74264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2023-08-09,"294,9273707",60965,"15077,00988",0,0,"5943,512532","13515,23456","4854,762","378,6243819",69,54309,63445,"31569,78585","6734,64012","60409,45026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2023-08-10,"284,423152",53721,"23440,62311",0,0,"4253,841452","17097,67735","4973,166","412,7749438",56,60965,54309,"29243,93312","10470,52182","55471,92176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2023-08-11,"468,1766472",65892,"15017,71537",0,0,"5450,193056","26219,89784","6466,68","441,3106965",69,53721,60965,"37554,55652","6708,154287","61576,5317",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
156,2023-08-12,"405,4980539",63310,"16441,1246",0,"50477,40969","3479,361238","11842,53738","5111,172","482,4715045",69,65892,53721,"31539,10694","10007,34708","60517,06127",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,2023-08-13,"341,2147615",64166,"21648,49109",0,"42444,00897","4069,933438","21776,85138","15536,664","429,3323067",76,63310,65892,"35655,25081","11909,51499","64585,23133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2023-08-14,"353,2636482",58761,"9535,194906",0,"49746,22028","3536,239218","11562,1629","11006,622","483,9578562",70,64166,63310,"29855,82117","6884,007126","61500,78436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2023-08-15,"411,5690247",74486,"20838,61334",0,"47852,11003","3545,46968","23407,94486","14221,548","525,0784845",71,58761,64166,"40354,29163","11833,1086","67531,42588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2023-08-16,"294,5847945","40355,18042","14792,36532",0,"49379,29033","4580,490112","11563,75452","7591,518","357,3266165",59,74486,58761,"22079,69722","9212,933802","54057,29813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2023-08-17,"297,1824692","50637,40456","22137,84471",0,"45040,99378","4942,742761","25009,88335","12362,13","510,7053564",65,"40355,18042",74486,"30920,61619","12265,12763","56759,81242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2023-08-18,"378,2782006","40722,60491","22241,49982",0,"47157,56076","3571,905962","15367,61379","25246,584","461,3436778",57,"50637,40456","40355,18042","24155,27858","12423,10671","42710,2939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2023-08-19,"352,1114078","54235,59297","16991,89185",0,"51079,56566","6979,29694","16482,17681","17995,428","531,2187957",66,"40722,60491","50637,40456","30564,65249","10285,13735","50097,13597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2023-08-20,"346,1340515","31223,69445","10816,50923",0,"50544,00175","5304,092282","21548,03956","12646,854","426,8144521",66,"54235,59297","40722,60491","21707,02283","7498,442113","39446,95809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2023-08-21,"770,5755159","58694,54991","15340,89067",0,"51771,90486","5236,665983","27064,95484","9483,012","1143,246872",59,"31223,69445","54235,59297","34878,69348","9584,194068","51277,30931",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
166,2023-08-22,"462,4163947","33930,57237","12320,71342",0,"45344,10108","4127,624505","22975,51424","4056,228","542,6116504",61,"58694,54991","31223,69445","22575,71384","7895,977595","38271,24872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2023-08-23,"307,2712848","14605,11167","22242,21832",0,"48463,78159","6445,954695","21653,92748","4059,594","374,3847279",58,"33930,57237","58694,54991","14460,10502","12492,34884","34104,32079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2023-08-24,"245,8738059","40240,41356","19454,23962",0,"49404,5902","4723,226665","16000,59937","10592,406","325,8023042",55,"14605,11167","33930,57237","23590,89425","11296,64752","32569,42806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2023-08-25,"359,2940009","50757,25322","17256,14099",0,"47037,73256","6502,374289","17985,57155","15858,81","478,6544315",62,"40240,41356","14605,11167","29332,66342","10189,91037","35905,75033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2023-08-26,"289,941652","41341,45921","16189,88578",0,"47991,27295","4343,474883","19854,44106","8371,242","420,6326409",69,"50757,25322","40240,41356","25042,30052","9763,94499","42966,82723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2023-08-27,"357,1677515","47699,40698","12240,305",0,"52448,30971","7397,595381","18844,41877","5530,536","421,2660754",80,"41341,45921","50757,25322","27926,06124","8234,905654","47408,97189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2023-08-28,"416,0042555","66599,92333","19384,79515",0,"42476,36879","4884,200406","15051,6667","4854,762","480,7181696",61,"47699,40698","41341,45921","34208,79731","10900,06851","53758,25608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2023-08-29,"371,0740177","58029,48191","20173,04512",0,"50364,76081","4620,75708","14386,24627","4973,166","434,9886487",50,"66599,92333","47699,40698","30316,3772","11668,38779","56256,04499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2023-08-30,"361,0104128","42482,37484","17034,42437",0,"52482,40553","3245,60382","23198,60192","6466,68","418,5496806",60,"58029,48191","66599,92333","26217,97378","10378,15507","54210,55663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2023-08-31,"469,8337822","54568,53624","16818,63766",0,"51281,4462","5117,92099","45049,2","15536,664","514,3958966",52,"42482,37484","58029,48191","38968,08602","10218,39968","53196,27099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2023-09-01,"326,1421389","44359,64012","12739,44478",0,0,"4553,547696","46448,4","11006,622","425,8833769",58,"54568,53624","42482,37484","34697,80137","5690,490134","45883,56793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2023-09-02,"380,8359752","38930,22959","22235,00603",0,0,"3514,362233","49316,4","14221,548","417,8959042",64,"44359,64012","54568,53624","33229,95568","9931,993471","45542,35766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2023-09-03,"457,4487568","63806,43309","14595,06863",0,0,"3942,641469","52128,6","7591,518","430,9327065",65,"38930,22959","44359,64012","44384,18864","6519,365284","51716,23679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2023-09-04,"353,2750009","73338,25589","9854,500306",0,0,"5311,682925","53599,8","12362,13","425,123595",55,"63806,43309","38930,22959","49435,23179","4401,835222","59305,17485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2023-09-05,"380,8422422","27637,98885","12797,80706",0,0,"6292,504749",72528,"25246,584","449,1878952",56,"73338,25589","63806,43309","36775,29132","5716,559555","50003,32524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2023-09-06,"384,7483206","54324,02996","11538,35699",0,0,"5608,110895",66330,"17995,428","471,0805106",60,"27637,98885","73338,25589","45653,31561","5153,984942","55259,98849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2023-09-07,"408,1266478","45806,31649","17641,19376",0,0,"5271,590579","68668,8","12646,854","421,6781663",46,"54324,02996","27637,98885","42393,98634","7880,016811","41288,22141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2023-09-08,"484,200611","80660,96153","16406,18636",0,0,"5184,644705","79699,2","9483,012","423,562813",57,"45806,31649","54324,02996","60392,78493","7328,360317","64038,59087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2023-09-09,"411,5202075","34156,54202","20202,47182",0,0,"5302,101853","93263,4","4056,228","504,8777479",70,"80660,96153","45806,31649","44556,86752","9024,095515","48143,17609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2023-09-10,"451,3383496","26703,31252","17802,31075",0,0,"4498,36274","97972,2","4059,594","458,3206999",60,"34156,54202","80660,96153","42671,44479","7951,984988","47110,2919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2023-09-11,"397,4154602","31877,26871","21982,55758",0,0,"6728,3528",74298,"10592,406","416,2618294",57,"26703,31252","34156,54202","38412,52548","9819,229108","31567,98862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2023-09-12,"396,9561069","46929,12181","20782,73398",0,0,"8643,6","69752,4","15858,81","450,1938424",58,"31877,26871","26703,31252","44098,15185","9283,288611","36663,77966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2023-09-13,"381,0793831","26848,87714","11344,70737",0,0,"23269,2",72912,"8371,242","415,9361453",54,"46929,12181","31877,26871","39255,70164","5067,485002","32887,53728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2023-09-14,"406,4707627","55073,3058","18173,10719",0,0,"22477,8","79632,6","5530,536","480,5771287",50,"26848,87714","46929,12181","52981,07666","8117,61336","46210,11645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2023-09-15,"412,9336849","31011,7424","14733,69382",0,0,"23356,8","87409,8","4854,762","482,5547377",57,"55073,3058","26848,87714","45311,92327","6581,286761","34694,78218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2023-09-16,"497,2475984","37854,38831","16910,79676",0,0,"23854,2","92124,6","4973,166","489,353142",72,"31011,7424","55073,3058","49780,14976","7553,761074","42398,85862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2023-09-17,"496,2019987","24592,14794","17580,51228",0,0,"26230,2","97016,4","6466,68","466,9255786",67,"37854,38831","31011,7424","46244,3516","7852,911438","29660,99425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2023-09-18,"464,4552097","15864,44351","20558,94372",0,0,"24238,8","93490,2","5111,172","517,1994237",62,"24592,14794","37854,38831","40955,87062","9183,325362","25395,41215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2023-09-19,"495,0314255","49762,53318","18701,22348",5547,0,"22342,2","88927,8","15536,664","545,2940986",56,"15864,44351","24592,14794","54105,20892","11130,08377","33751,09712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2023-09-20,"453,3132957","42120,11741","20430,31388",19246,0,22602,"86548,2","11006,622","563,9634358",51,"49762,53318","15864,44351","49936,85439","18759,52029","34594,96216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2023-09-21,"584,4258945","52410,40763","12980,9611",19149,0,"23229,6","84105,6","14221,548","569,6983561",53,"42120,11741","49762,53318","53862,21293","15383,46927","49291,07442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2023-09-22,"540,9553328","42788,86887","19289,33914",19764,0,23244,"89959,8","7591,518","583,0456492",60,"52410,40763","42120,11741","51221,23824","18509,15324","44608,89527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2023-09-23,"603,680502","44881,87197","21696,31232",32420,0,"27951,6",95043,"12362,13","643,5895054",77,"42788,86887","52410,40763","54938,06525","25919,31106","47060,6243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2023-09-24,"669,696695","25659,66735","14723,62571",100802,0,"38986,8","97469,4","25246,584","711,6884416",68,"44881,87197","42788,86887","50580,95562","57033,57813","35735,09407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2023-09-25,"635,306752","33767,06796","18420,50339",100303,0,"36516,6",91425,"17995,428","708,9444648",60,"25659,66735","44881,87197","51239,52068","58435,13342","35912,97364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2023-09-26,"600,6126029","28807,82641","18122,08909",52573,0,"27941,4","86560,8","12646,854","733,2441237",64,"33767,06796","25659,66735","45517,58916","34410,42085","28768,28293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2023-09-27,"502,0236106","40834,06348","21587,11838",28704,0,"22740,6","86413,2","9483,012","620,1590843",56,"28807,82641","33767,06796","49295,77756","24010,4794","35803,21458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2023-09-28,"493,503966","52631,51717","13687,11098",28460,0,"22595,4",67158,"4056,228","576,7585207",62,"40834,06348","28807,82641","48049,45615","20359,54739","41805,9879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2023-09-29,"520,6552686","55525,00635","15770,55416",29451,0,"22714,8","58948,8","4059,594","572,3619416",64,"52631,51717","40834,06348","46776,46741","21786,23396","49784,41506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2023-09-30,"592,5492897","38146,13147","14666,54582",30823,0,"25015,8",62496,"10592,406","536,8387274",68,"55525,00635","52631,51717","41338,49454","21979,85182","46906,22287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2023-10-01,"490,9128527","47797,75178","9931,607267",32549,0,"26013,6","64927,2","14417,1","557,3069531",64,"38146,13147","55525,00635","46605,12047","20728,79174","48432,79268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2023-10-02,"440,0492038","36253,31384","18605,23996",30514,0,"24271,8",60984,"7610,22","556,9482273",56,"47797,75178","38146,13147","39748,28318","23584,52751","39376,97407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2023-10-03,"403,3768595","46103,07325","20344,90323",40463,0,23289,"51600,6","5027,76","517,8118997",55,"36253,31384","47797,75178","40690,54279","29341,61132","44592,11243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2023-10-04,"403,9696755","26496,3911","21352,87802",47885,0,"23100,6","51565,8","4413,42","487,6422396",57,"46103,07325","36253,31384","32283,64796","33506,96395","34082,9568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2023-10-05,"525,3763085","14120,66932","14626,89185",47574,0,22995,"51253,2","4521,06","493,9629886",59,"26496,3911","46103,07325","26917,64597","30346,90988","27914,76013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2023-10-06,"540,9771732","47311,85992","16855,69048",59282,0,"25740,6","65301,6","5878,8","624,7415147",61,"14120,66932","26496,3911","45989,84629","37202,95553","32969,95075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2023-10-07,"424,1700082","3715,526974","13588,65363",61524,0,"36827,4","67873,8","4646,52","563,4498692",70,"47311,85992","14120,66932","30571,87666","36865,86738","16647,53882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2023-10-08,"583,4452663","13656,00848","16506,56274",65259,0,"39130,2","71439,6","5512,32","620,1500542",80,"3715,526974","47311,85992","36426,97574","40038,81415","23271,39379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2023-10-09,"498,1619437","26515,31996","20569,412",61243,0,"36611,4","67286,4","5414,4","552,7411356",100,"13656,00848","3715,526974","40064,83179","39843,39615","15820,25032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2023-10-10,"549,5777338","56423,25742","25581,51907",46905,0,"27945,6","63975,6","5833,62","695,4229593",70,"26515,31996","13656,00848","49916,7326","34905,28255","35126,82866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2023-10-11,"459,2883761","39486,39697","14829,69098",38476,0,"23211,6","63473,4","4652,64","584,0911173",77,"56423,25742","26515,31996","41499,47223","25883,46149","38577,36777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2023-10-12,"410,3235097","23738,78043","18148,53265",38150,0,"22888,2",63024,"4259,34","537,9555574",56,"39486,39697","56423,25742","34586,32073","27202,75036","38497,2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2023-10-13,"537,8565547","44174,44426","14722,54341",38992,0,23505,"74875,8","4007,34","603,2832599",62,"23738,78043","39486,39697","47026,43494","26093,88609","38178,62467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2023-10-14,"587,2954136","37160,90997","19802,89896",41322,0,"25096,2","68413,8","6790,68","554,935111",79,"44174,44426","23738,78043","42551,42988","29529,48278","33976,94764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2023-10-15,"556,7981229","30326,63709","14206,08685",43391,0,"26042,4","71374,2","8768,88","621,6889703",85,"37160,90997","44174,44426","40871,34817","28065,12847","36614,16845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2023-10-16,"613,1059176","41230,90445","16620,14954",40981,0,"24489,6","67192,2",6327,"593,4681125",56,"30326,63709","37160,90997","43748,41662","27937,11481","37484,61756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2023-10-17,"441,3208242","10943,82707","12329,79928",38769,0,"23344,8","63934,2","5744,7","551,8952627",60,"41230,90445","30326,63709","29613,78074","24913,46516","24166,39206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2023-10-18,"527,9858963","25881,01562","18888,37475",43308,0,"22339,8",63420,"5773,86","597,1089804",61,"10943,82707","41230,90445","35583,3203","30115,07974","28046,32967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2023-10-19,"477,4918701","45580,65381","16052,26105",52391,0,"23158,8","68487,6","5071,5","471,5069954",57,"25881,01562","10943,82707","45641,31844","33394,76366","29297,97078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2023-10-20,"543,564766","43918,58066","16597,70321",53862,0,"23467,8",73026,"3723,66","599,2001537",65,"45580,65381","25881,01562","46325,0376","34374,71738","37983,09135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2023-10-21,"577,2878837","51425,42487","20181,01229",56140,0,"25156,8",77289,"4830,48","603,0816034",74,"43918,58066","45580,65381","51244,05987","37115,58046","47785,23703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2023-10-22,"544,4537977","21579,25347","15232,55166",59729,0,"25912,2","81173,4","7928,46","562,7939816",79,"51425,42487","43918,58066","40100,93539","36701,67482","35738,74479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2023-10-23,"489,9558117","16083,74542","18815,81981",40773,0,"24051,6",76170,"3020,76","535,2748352",66,"21579,25347","51425,42487","35563,71755","28813,76771","29581,06588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2023-10-24,"407,4161487","34763,4592","17911,89577",38823,0,"23524,2","72725,4","885,6","594,1343476",55,"16083,74542","21579,25347","42203,51526","27433,92122","26179,52446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2023-10-25,"481,8129517","42626,74575","21507,7104",38304,0,"22444,2","70863,6","527,4","526,1917234",55,"34763,4592","16083,74542","44718,45227","28780,32232","31692,47314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2023-10-26,"433,562968","34750,03847","20478,29882",38093,0,23292,"71891,4","588,78","585,8753804",59,"42626,74575","34763,4592","41875,41696","28214,88516","36435,60907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2023-10-27,"538,1401776","54942,71373","18048,75653",39144,0,"23826,6","75703,2","633,6","528,8395159",68,"34750,03847","42626,74575","51736,32562","27655,73222","46338,69027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2023-10-28,"549,6705952","15927,06222","11033,642",41388,0,"24949,2","86937,6","1143,72","549,1837189",79,"54942,71373","34750,03847","38900,37185","25645,44355","30817,07731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2023-10-29,"657,1455661","32779,74894","17890,86825",43416,0,"26003,4","90734,4","1700,28","618,0496243",75,"15927,06222","54942,71373","47477,6109","29723,57057","36912,19518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2023-10-30,"524,1945896","53010,16255","15794,26923",40785,0,"24344,4",81423,"806,76","587,1834278",61,"32779,74894","15927,06222","52796,40437","27470,09985","35761,13168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2023-10-31,"421,2531715","16891,17208","12914,50432",38765,0,"23428,8",72765,"1264,68","552,6963937",61,"53010,16255","32779,74894","34629,77343","25172,6406","30139,73663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2023-11-01,"534,8633698","63806,43309","14142,46769",38585,0,"23046,6","72064,8","1223,82","568,2085042",65,"16891,17208","53010,16255","54244,78603","25631,05103","50029,76478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2023-11-02,"462,5548597","34130,5532","19273,13649",38187,0,"37926,6","76857,6","498,24","486,8297896",56,"63806,43309","16891,17208","46255,30069","27723,61196","34451,56201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2023-11-03,"508,9676305","40827,17406","20461,35494",39073,0,55524,"87007,2","480,6","640,7742014",81,"34130,5532","63806,43309","55971,60073","28697,85899","47411,58957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2023-11-04,"617,1288888","49215,86434","15154,28055",41189,0,"60187,2","92260,2","1060,56","639,4090189",74,"40827,17406","34130,5532","62174,81825","27386,45155","42165,06972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,2023-11-05,"670,6324056","49707,29843","20603,71814",43272,0,"64952,4","97187,4","1693,98","691,1008365",75,"49215,86434","40827,17406","64950,24485","30863,27411","46505,69212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2023-11-06,"572,0072963","53254,22545","16764,70917",40574,0,"60799,2","91147,8","230,28","637,7335187",58,"49707,29843","49215,86434","63631,7058","27797,96185","51089,02741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2023-11-07,"557,4079411","50581,40242","20003,60625",38565,0,21780,"86611,2",3543,"558,0719076",56,"53254,22545","49707,29843","52965,21056","28239,1094","50846,96005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2023-11-08,"545,4197437","41462,46748","16334,309",38356,0,"9533,279151","86338,2",8765,"614,3932933",58,"50581,40242","53254,22545","46685,28009","26495,48197","47520,54732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2023-11-09,"530,6339231","41023,76134","12677,41725",38314,0,"6874,93073","85968,6",0,"519,8805914",60,"41462,46748","50581,40242","45340,24957","24840,98829","44450,3835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
